COMMAND_ID,EXTERNAL_RESULTCODE,EXTERNAL_RESULTDESC,INTERNAL_RESULTCODE                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  <endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TC70046"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TC70047"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TC70048"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TC70049"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TC70050"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TC70051"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TC70052"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TC70053"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TC70054"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TC70055"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TC70056"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TC70057"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TC70058"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TC70059"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TC70060"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TC70061"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TC70062"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TC70063"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TC70064"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TC70065"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TC70066"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TC70067"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TC70068"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TC70069"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TC70070"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TC70071"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TC70072"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TC70073"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TC70074"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TC70075"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TC70076"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TC70077"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TC70078"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TC70079"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TC70080"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TC70081"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TC70082"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TC70083"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TC70084"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TC70085"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TC70086"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TC70087"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TC70088"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TC70089"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TC70090"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TC70091"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TC70092"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TC70093"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TC70094"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TC70095"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TC70096"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TC70097"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TC70098"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TC70099"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TC70100"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TC70101"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TC70102"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TC70103"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TC70104"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TC70105"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TC70106"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TC70107"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TC70108"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TC70109"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TC70110"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TC70111"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TC70112"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TC70113"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TC70114"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TC70115"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TC70116"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TC70117"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TC70118"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TC70119"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TC70120"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TC70121"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TC70122"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TC70123"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TC70124"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TC70125"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TC70126"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TC70127"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TC70128"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TC70129"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TC70130"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TC70131"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TC70132"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TC70133"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TC70134"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TC70135"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TC70136"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TC70137"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TC70138"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TC70139"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TC70140"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TC70141"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TC70142"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TC70143"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TC70144"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TC70145"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TC70146"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TC70147"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TC70148"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TC70149"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TC70150"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TC70151"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TC70152"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TC70153"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TC70154"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TC70155"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TC70156"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TC70157"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TC70158"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TC70159"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TC70160"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TC70161"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TC70162"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TC70163"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TC70164"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TC70165"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TC70166"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TC70167"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TC70168"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TC70169"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TC70170"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TC70171"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TC70172"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TC70173"<endrec>
