DIRECTION,FACTOR_CODE,FACTOR_VALUE,FACTOR_VALUE_SEQ,LOAD_DATA_TS,REASON_UNIQUE_ID,SERVICE_ROLE_TYPE,STATEMENT                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           <endrec>
"C","10000","1000","","","937297843","2","Funds received from {DebitParty}"<endrec>
"C","10000","1000","","","937297844","2","Funds received from {DebitParty}"<endrec>
"C","10000","1000","","","937297845","2","Funds received from {DebitParty} with ID 2 factor auth"<endrec>
"C","10000","1000","","","937298818","2",""<endrec>
"C","10000","5000","","","937298819","2","Two Part Buy Goods"<endrec>
"C","10000","1000","","","937298820","2","Funds received from {DebitParty}"<endrec>
"C","10000","5000","","","937298821","3","Direct debit payment received from {DebitParty} reference {Remark} - {BillReferenceNo}"<endrec>
"C","10000","5000","","","937298822","3","Direct debit payment received from {DebitParty} reference {Remark} - {BillReferenceNo}"<endrec>
"C","10000","5000","","","937298823","3","Direct debit payment received from {DebitParty} reference {Remark} - {BillReferenceNo}"<endrec>
"C","10000","5000","","","937298824","3","Direct debit payment received from {DebitParty} reference {Remark} - {BillReferenceNo}"<endrec>
"C","10000","5000","","","937298825","3","Direct debit payment received from {DebitParty} reference {Remark} - {BillReferenceNo}"<endrec>
"C","10000","1000","","","937298834","2","Funds received from {DebitParty}"<endrec>
"C","10000","5000","","","937298835","2","Customer Airtime Purchase by {DebitParty}"<endrec>
"C","10000","1000","","","937298841","2","Funds received from {DebitParty} with ID 2 factor auth"<endrec>
"C","10000","5000","","","937298842","2",""<endrec>
"C","10000","5000","","","937298843","2",""<endrec>
"C","10000","-1","","","937299818","3","B2C Reversal by {Initiator}"<endrec>
"C","10000","-1","","","937299819","3","B2C Reversal by {Initiator}"<endrec>
"C","10000","5000","","","937300818","2","Two Part Buy Goods"<endrec>
"C","10000","1000","","","937300819","2",""<endrec>
"C","10000","5000","","","937300822","3","Direct debit payment received from {DebitParty} reference {Remark} - {BillReferenceNo}"<endrec>
"C","10000","5000","","","937300825","3","Merchant Transfer from Merchant Account to Working Account"<endrec>
"C","10000","5000","","","937300827","3","Direct debit payment received from {DebitParty} reference {Remark} - {BillReferenceNo}"<endrec>
"C","10000","5000","","","937300829","2","{CreditParty}"<endrec>
"C","10000","5000","","","937300833","3","Direct debit payment received from {DebitParty} reference {Remark} - {BillReferenceNo}"<endrec>
"C","10000","5000","","","937300835","2","Two Part Buy Goods"<endrec>
"C","10000","1000","","","937300837","2","{CreditParty}"<endrec>
"C","10000","5000","","","937300840","2","{CreditParty}"<endrec>
"C","10000","7000","","","937300843","2",""<endrec>
"C","10000","5000","","","937302818","3","Direct debit payment received from {DebitParty} reference {Remark} - {BillReferenceNo}"<endrec>
"C","10000","5000","","","937302819","3","Merchant Transfer from Merchant Account to Working Account"<endrec>
"C","10000","1000","","","937302820","2","Funds received from {DebitParty}"<endrec>
"C","10000","1000","","","937302821","2","Funds received from {DebitParty}"<endrec>
"C","10000","5000","","","937302824","3","Merchant Transfer from Working Account to Merchant Account"<endrec>
"C","10000","5000","","","937302825","3","Merchant Transfer from Working Account to Merchant Account"<endrec>
"C","10000","1000","","","937302842","2","Funds received from {DebitParty} with ID 2 factor auth"<endrec>
"C","10000","5000","","","937302844","2",""<endrec>
"C","10000","5000","","","937302859","2","Business Buy Goods by {DebitParty} via WEB by {Initiator}"<endrec>
"C","10000","5000","","","937302882","2","Merchant Transfer from Merchant Account to Working Account via WEB by {Initiator}"<endrec>
"C","10000","5000","","","937302891","2","Business Withdrawal of Funds by {DebitParty}"<endrec>
"C","10000","5000","","","937302928","2",""<endrec>
"C","10000","5000","","","937303826","2","Transfer to bank (not own) from {DebitParty} Acc. {BillReferenceNo}"<endrec>
"C","10000","1000","","","937304819","2",""<endrec>
"C","10000","1000","","","937304820","2",""<endrec>
"C","10000","5000","","","937304826","2",""<endrec>
"C","10000","5000","","","937304828","2","Transfer from Float A/C to Working A/C"<endrec>
"C","10000","5000","","","937304831","2",""<endrec>
"C","10000","5000","","","937304835","2","Transfer from Float A/C to Working A/C"<endrec>
"C","10000","5000","","","937304840","2","Merchant Transfer from Merchant Account to Working Account via WEB by {Initiator}"<endrec>
"C","10000","5000","","","937304841","2","Merchant Transfer from Merchant Account to Working Account via WEB by {Initiator}"<endrec>
"C","10000","5000","","","937304842","2","Merchant Transfer from Merchant Account to Working Account via WEB by {Initiator}"<endrec>
"C","10000","5000","","","937304844","2",""<endrec>
"C","10000","5000","","","937304846","2","{Initiator}{Initiator}"<endrec>
"C","10000","5000","","","937304847","2","Business Pay Bill by {DebitParty} via WEB by {Initiator}"<endrec>
"C","10000","1000","","","937304850","2",""<endrec>
"C","10000","5000","","","937304851","2",""<endrec>
"C","10000","5000","","","937304855","2",""<endrec>
"C","10000","5000","","","937304856","2",""<endrec>
"C","10000","5000","","","937304859","2","Business Deposit of Funds from {DebitParty} via Web by {Initiator}"<endrec>
"C","10000","5000","","","937304862","2","Business Buy Goods by {DebitParty} via WEB by {Initiator}"<endrec>
"C","10000","5000","","","937304863","2","Business Buy Goods by {DebitParty} via WEB by {Initiator}"<endrec>
"C","10000","1000","","","937305818","2",""<endrec>
"C","10000","5000","","","937305822","2",""<endrec>
"C","10000","5000","","","937305824","2","Customer Buy Goods received from {DebitParty}"<endrec>
"C","10000","5000","","","937305827","2",""<endrec>
"C","10000","-1","","","937305830","3","Business Buy Goods Reversal from {DebitParty} by {Initiator}"<endrec>
"C","10000","5000","","","937305831","2","Business Buy Goods by {DebitParty} via WEB by {Initiator}"<endrec>
"C","10000","5000","","","937305832","2","Business Buy Goods by {DebitParty} via WEB by {Initiator}"<endrec>
"C","10000","5000","","","937305833","2","Merchant Payment Online from {DebitParty}"<endrec>
"C","10000","-1","","","937305844","3","Business Buy Goods Reversal from {DebitParty} by {Initiator}"<endrec>
"C","10000","-1","","","937305845","3","Business Buy Goods Reversal from {DebitParty} by {Initiator}"<endrec>
"C","10000","8000","","","937305847","2","SP settle bank charges"<endrec>
"C","10000","1000","","","937305850","2",""<endrec>
"C","10000","5000","","","937305852","2","Transfer from Float A/C to Working A/C"<endrec>
"C","10000","8000","","","937306856","2","SP settle bank charges"<endrec>
"C","10000","5000","","","937306858","2","Transfer to bank OWN from {DebitParty} Acc. {BillReferenceNo}"<endrec>
"C","10000","5000","","","937306859","2","Transfer from Float A/C to Working A/C"<endrec>
"C","10000","5000","","","937306860","2","Transfer from Float A/C to Working A/C"<endrec>
"C","10000","5000","","","937306861","2","Transfer from Float A/C to Working A/C"<endrec>
"C","10000","5000","","","937306862","2","Transfer from Float A/C to Working A/C"<endrec>
"C","10000","5000","","","937306864","2","Transfer from Working A/C to Float A/C"<endrec>
"C","10000","1000","","","937306871","2","Cus Transfer from Bank to Owner M-Pesa"<endrec>
"C","10000","5000","","","937306872","2","Customer Transfer from M-Pesa to Other Bank"<endrec>
"C","10000","5000","","","937306873","2","Customer Transfer from M-Pesa to Owner Bank"<endrec>
"C","10000","7000","","","937306874","2","Group Transfer from Bank to Owner M-Pesa"<endrec>
"C","10000","5000","","","937306875","2","Group Transfer from M-Pesa to Other Bank"<endrec>
"C","10000","7000","","","937306876","2",""<endrec>
"C","10000","1000","","","937306877","2",""<endrec>
"C","10000","5000","","","937307853","2",""<endrec>
"C","10000","5000","","","937308853","2",""<endrec>
"C","10000","5000","","","937308858","2",""<endrec>
"C","10000","5000","","","937308859","2",""<endrec>
"C","10000","5000","","","937308860","2",""<endrec>
"C","10000","5000","","","937308862","3","Merchant Transfer from Merchant Account to Working Account"<endrec>
"C","10000","5000","","","937308863","3","Group Withdraw With Voucher"<endrec>
"C","10000","5000","","","937308865","2","M-Shwari Loan Repayment From {DebitParty}"<endrec>
"C","10000","5000","","","937308868","3","Group Withdraw With Voucher"<endrec>
"C","10000","1000","","","937308869","2","Salary Payment from {DebitParty} via API"<endrec>
"C","10000","1000","","","937308871","2","Business Payment from {DebitParty} via API"<endrec>
"C","10000","5000","","","937308878","2","{Initiator}{Initiator}"<endrec>
"C","10000","1000","","","937308880","2",""<endrec>
"C","10000","1000","","","937308882","2",""<endrec>
"C","10000","5000","","","937308887","2",""<endrec>
"C","10000","5000","","","937308888","2",""<endrec>
"C","10000","5000","","","937308889","2",""<endrec>
"C","10000","1000","","","937308890","2",""<endrec>
"C","10000","5000","","","937308891","2",""<endrec>
"C","10000","7000","","","937308895","2","Group deposit at agent {DebitParty}"<endrec>
"C","10000","7000","","","937308896","2","Group deposit at agent {DebitParty}"<endrec>
"C","10000","5000","","","937308898","2",""<endrec>
"C","10000","5000","","","937308899","2",""<endrec>
"C","10000","1000","","","937308913","2","Funds received from {DebitParty}"<endrec>
"C","10000","1000","","","937308914","2","Funds received from {DebitParty}"<endrec>
"C","10000","1000","","","937308916","2","Funds received from {DebitParty}"<endrec>
"C","10000","1000","","","937308917","2","Funds received from {DebitParty}"<endrec>
"C","10000","1000","","","937308924","2",""<endrec>
"C","10000","5000","","","937308926","2","Group Transfer from M-Pesa to Owner Bank"<endrec>
"C","10000","5000","","","937308927","2","Org Transfer from Bank to Owner M-Pesa"<endrec>
"C","10000","5000","","","937308928","2","Org Transfer from M-Pesa to Other Bank"<endrec>
"C","10000","5000","","","937308929","2","Org Transfer from M-Pesa to Owner Bank"<endrec>
"C","10000","1000","","","937308930","2","Transfer from Bank to Other Cus M-Pesa"<endrec>
"C","10000","7000","","","937308931","2","Transfer from Bank to Other Group M-Pesa"<endrec>
"C","10000","5000","","","937308932","2","Transfer from Bank to Other Org M-Pesa"<endrec>
"C","10000","1000","","","937308933","2","Customer Transfer via WEB by {Initiator}"<endrec>
"C","10000","1000","","","937309853","2",""<endrec>
"C","10000","5000","","","937309863","2",""<endrec>
"C","10000","5000","","","937309864","2",""<endrec>
"C","10000","5000","","","937309870","2",""<endrec>
"C","10000","1000","","","937309879","2",""<endrec>
"C","10000","5000","","","937309882","3","Give Cash at Agent Store via Web by {Initiator}"<endrec>
"C","10000","5000","","","937309888","2","Transfer from Bank Settlement Account to Working Account"<endrec>
"C","10000","5000","","","937309889","2","Transfer from Working Account to Bank Settlement Account"<endrec>
"C","10000","5000","","","937309890","2","Transfer from Working Account to Bank Transfer Account"<endrec>
"C","10000","5000","","","937309891","2","Transfer from Bank Transfer Account to Working Account"<endrec>
"C","10000","5000","","","937310853","2",""<endrec>
"C","10000","5000","","","937311853","2",""<endrec>
"C","10000","5000","","","937311856","2",""<endrec>
"C","10000","5000","","","937311858","2",""<endrec>
"C","10000","5000","","","937311867","2","Business Pay Bill by {DebitParty} via WEB by {Initiator}"<endrec>
"C","10000","5000","","","937311875","2","M-Shwari Loan Repayment From Savings From {DebitParty}"<endrec>
"C","10000","1000","","","937311878","2","Funds received from {DebitParty}"<endrec>
"C","10000","1000","","","937311879","2","Funds received from {DebitParty}"<endrec>
"C","10000","5000","","","937311884","2","M-Shwari Loan Repayment From Savings From {DebitParty}"<endrec>
"C","10000","5000","","","937313855","2","Customer Transfer from M-Pesa to Other Bank"<endrec>
"C","10000","5000","","","937313857","2","Customer Transfer from M-Pesa to Other Bank"<endrec>
"C","10000","1000","","","937313858","2","Customer Transfer via WEB by {Initiator}"<endrec>
"C","10000","1000","","","937313862","2","Customer Transfer via WEB by {Initiator}"<endrec>
"C","10000","1000","","","937313863","2",""<endrec>
"C","10000","1000","","","937314854","2","Customer Transfer via WEB by {Initiator}"<endrec>
"C","10000","-1","","","937315854","2","Journal Entry by {Initiator}"<endrec>
"C","10000","-1","","","937315857","3","Business Pay Bill Reversal from {DebitParty} by {Initiator}"<endrec>
"C","10000","5000","","","937315858","2","Two Part Buy Goods"<endrec>
"C","10000","5000","","","937315859","2","Two Part Buy Goods"<endrec>
"C","10000","5000","","","937315860","2","Pay Bill from {DebitParty} Acc. {BillReferenceNo}"<endrec>
"C","10000","5000","","","937315861","2","Pay Bill from {DebitParty} Acc. {BillReferenceNo}"<endrec>
"C","10000","5000","","","937315864","2","Pay Bill from {DebitParty} Acc. {BillReferenceNo}"<endrec>
"C","10000","5000","","","937315871","2","Pay Bill from {DebitParty} Acc. {BillReferenceNo}"<endrec>
"C","10000","7000","","","937317873","2",""<endrec>
"C","10000","-1","","","937317874","3","Full Reversal from {DebitParty} for Deposit at ATM"<endrec>
"C","10000","-1","","","937317875","3","Full Reversal from {DebitParty} for Deposit at ATM"<endrec>
"C","10000","5000","","","937318872","2","Pay Bill Online from {DebitParty} Acc. {BillReferenceNo}"<endrec>
"C","10000","5000","","","937318873","2","Pay Bill with 2 factor auth from {DebitParty} Acc. {BillReferenceNo}"<endrec>
"C","10000","5000","","","937318874","2","Pay Bill from {DebitParty} Acc. {BillReferenceNo}"<endrec>
"C","10000","5000","","","937320877","3","Direct debit payment received from {DebitParty} reference {Remark} - {BillReferenceNo}"<endrec>
"C","10000","5000","","","937320878","3","Direct debit payment received from {DebitParty} reference {Remark} - {BillReferenceNo}"<endrec>
"C","10000","5000","","","937320879","3","Direct debit payment received from {DebitParty} reference {Remark} - {BillReferenceNo}"<endrec>
"C","10000","-1","","","937320886","3","Deposit Reversal by {Initiator}"<endrec>
"C","10000","5000","","","937320887","2","{DebitParty} Purchase Service"<endrec>
