APPLIED_SCENARIO,CATEGORY,ERROR_CODE,ERROR_DESCRIPTION,ERROR_DESCRIPTION_I18N_ID,LOAD_DATA_TS                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           <endrec>
"15","BCS","BCS50131","A bulk task parameter is set to an incorrect value.","",""<endrec>
"2","BCS","BCS50132","This error is reported when the state tags of both transaction parties are verified in the transaction process but a state tag of the credit party is configured to restrict the fund transfer-in.","",""<endrec>
"2","BCS","BCS50133","This error is reported when the state tags of both transaction parties are verified in the transaction process but a state tag of the debit party is configured to restrict the fund transfer-out.","",""<endrec>
"4","BCS","BCS50134","This error is reported when the Incentive Payment fails to be manually initiated.","",""<endrec>
"2","BCS","BCS50135","This error is reported when authorization-related operations are performed on a transaction but the transaction is not in Authorize state.","",""<endrec>
"2","BCS","BCS50136","This error is reported during organization statement query when the entered start time or end time is incorrect.","",""<endrec>
"2","BCS","BCS50137","This error is reported when the Dow Jones file is updated but the SFTP server cannot be connected.","",""<endrec>
"2","BCS","BCS50138","This error is reported when the Dow Jones file fails to be downloaded from the SFTP server.","",""<endrec>
"2","BCS","BCS50139","This error is reported when the Dow Jones file is updated and downloaded but the full or incremental file and checksum file fail the MD5 verification.","",""<endrec>
"2","BCS","BCS50140","This error is reported when the Dow Jones file is updated and downloaded but the file fails to be uploaded to the SFTP server.","",""<endrec>
"2","BCS","BCS50141","This error is reported when the Dow Jones file is updated and downloaded but the size of the file to be downloaded from the SFTP server is too large.","",""<endrec>
"2","BCS","BCS50142","This error is reported when the Dow Jones file update and download times out.","",""<endrec>
"2","BCS","BCS50143","This error is reported when the Dow Jones file is updated and downloaded but the time of the ZIP file is incorrect.","",""<endrec>
"2","BCS","BCS50144","This error is reported when the Dow Jones file is updated and downloaded but the watchlist file fails to be parsed.","",""<endrec>
"2","BCS","BCS50145","This error is reported when the Dow Jones file is updated and downloaded but the ZIP file fails to be decompressed.","",""<endrec>
"2","BCS","BCS50146","This error is reported when the Dow Jones file is updated and downloaded but the file fails to be compressed.","",""<endrec>
"2","BCS","BCS50147","This error is reported when the Dow Jones file is updated and downloaded but the referenceList file fails to be parsed.","",""<endrec>
"2","BCS","BCS50148","This error is reported when the Dow Jones file is updated and downloaded but the record does not exist.","",""<endrec>
"2","BCS","BCS50149","This error is reported when the Dow Jones file is updated and downloaded but more than one record exists.","",""<endrec>
"2","BCS","BCS50150","This error is reported when the Dow Jones file is updated and downloaded but the record check is rejected.","",""<endrec>
"2","BCS","BCS50151","This error is reported when the Dow Jones file is updated and downloaded but the path does not exist.","",""<endrec>
"2","BCS","BCS50152","This error is reported during transaction status query when ReceiptNumber does not match OriginatorConversationID.","",""<endrec>
"14","BCS","BCS50153","This error is reported during IMT transaction if the MTCN sent to the third-party system fails to be verified.","",""<endrec>
"14","BCS","BCS50154","This error is reported during IMT transaction if the difference between the estimated amount and actual amount exceeds the allowed range.","",""<endrec>
"2","BCS","BCS50155","This error is reported when the voucher type is configured not to require the secret code but the voucher secret code is entered.","",""<endrec>
"2","BCS","BCS50156","This error is reported when the PIN management mode is Enhanced but the MSISDN of the identity corresponding to the PIN is empty.","",""<endrec>
"2","BCS","BCS50157","This error is reported when the PIN management mode is Enhanced but the PIN to be modified has expired.","",""<endrec>
"2","BCS","BCS50158","This error is reported when a refund transaction is initiated after the dormant txn table signature is tampered with.","",""<endrec>
"2","BCS","BCS50159","This error is reported when a refund transaction is initiated after the customer recycled table signature is tampered with.","",""<endrec>
"2","BCS","BCS50160","This error is reported when a refund transaction is initiated after the org recycled table signature is tampered with.","",""<endrec>
"2","BCS","BCS50161","This error is reported when a refund transaction is initiated after the group recycled table signature is tampered with.","",""<endrec>
"2","BCS","BCS50162","This error is reported when the initial request of the SCB bulk payment fails to be verified.","",""<endrec>
"2","BCS","BCS50163","This error is reported when the SCB bulk payment verification and execution result fail to be queried.","",""<endrec>
"2","BCS","BCS50164","This error is reported when the SCB bulk daily settlement parameter is missing.","",""<endrec>
"2","BCS","BCS50165","This error is reported when the daily bills fail to be queried.","",""<endrec>
"6","BCS","BCS50166","This error is reported if the value of TerrotoryId in the Bulk LACCI or Boundary LACCI task does not exist.","",""<endrec>
"2","BCS","BCS50167","This error is reported during basic transaction taxing if the tax amount is greater than the charge amount.","",""<endrec>
"2","BCS","BCS50168","This error is reported when the SCB Bulk Payment identity fails to be verified and the verification result is {0}.","",""<endrec>
"23","BCS","BCS50169","This error is reported if the entered organization does not subscribe to any Pay Bill product.","",""<endrec>
"2","BCS","BCS50170","This error is reported during the identity transaction record list query if both the transaction credit party and debit party are empty.","",""<endrec>
"2","BCS","BCS50171","This error is reported during the identity transaction record list query if the time interval between the start time and end time in the request parameters exceeds 24 hours.","",""<endrec>
"4","BCS","BCS50172","This error is reported if the promotion data is incorrect during manual coupon rewarding.","",""<endrec>
"4","BCS","BCS50173","The BO&Transaction field can be disabled before upgrade to reject some services. This error is reported when the field is enabled before upgrade and all corresponding transactions and BOs are rejected.","",""<endrec>
"2","BCS","BCS50174","This error is reported when the organization account status cannot be changed but an organization account status change request is initiated.","",""<endrec>
"2","BCS","BCS50175","The online QR code fails to be generated for the customer.","",""<endrec>
"2","BCS","BCS50176","No PIN is available.","",""<endrec>
"2","BCS","BCS50177","At least one KYC field must be set.","",""<endrec>
"2","BCS","BCS50178","The Dompetku MSISDN corresponding to the organization short code {0} cannot be empty.","",""<endrec>
"4","BCS","BCS50179","The entered MSISDN of the customer does not exist.","",""<endrec>
"4","BCS","BCS50180","The operator does not have the permission to reward the coupon.","",""<endrec>
"4","BCS","BCS50181","The entered number of rewarded coupons is invalid.","",""<endrec>
"4","BCS","BCS50182","The message data is incorrect or the configuration is abnormal.","",""<endrec>
"4","BCS","BCS50183","The amount returned by the Promotion is abnormal or is not in the expected format.","",""<endrec>
"2","BCS","BCS50184","When a bank reconciliation entry is recorded through the API channel, some mandatory fields are empty.","",""<endrec>
"2","BCS","BCS50185","When a bank reconciliation entry is recorded through the API channel, the Reasontype parameter is not in the system parameter list.","",""<endrec>
"2","BCS","BCS50186","When a bank reconciliation entry is recorded through the API channel, the bank does not exist.","",""<endrec>
"2","BCS","BCS50187","When a bank reconciliation entry is recorded through the API channel, the bank is not in active state.","",""<endrec>
"6","BCS","BCS50189","The Validation KYC and Validation KYC value fields must both have values or both be empty.","",""<endrec>
"15","BCS","BCS50190","An SP cannot be the initiator of the Dompetku Bill Payment service.","",""<endrec>
"21","BCS","BCS50191","The PIN of the primary party fails to be verified.","",""<endrec>
"21","BCS","BCS50192","The PIN of the receiver fails to be verified.","",""<endrec>
"2","BCS","BCS50193","Failed to update the bank account associated to the identity.The bank account already exists in the identity.","",""<endrec>
"2","BCS","BCS50194","Failed to update the bank account associated to the identity.","",""<endrec>
"2","BCS","BCS50195","The GOODS system returns the error information {0}.","",""<endrec>
"2","BCS","BCS50196","Although the transaction amount is 0 the Decrease Charge is not 0.","",""<endrec>
"2","BCS","BCS50197","The transaction amount is smaller than the total amount of Decrease Charges. After deducting the charges, the transaction amount is smaller than or equal to 0.","",""<endrec>
"2","BCS","BCS50198","The configured account type is inconsistent with that required in the transaction requirements.","",""<endrec>
"2","BCS","BCS50199","When the credit limit is adjusted, the entered new credit limit is 0.","",""<endrec>
"2","BCS","BCS50200","When the credit limit is adjusted, the entered new credit limit is a negative number.","",""<endrec>
"2","BCS","BCS50201","The new credit limit exceeds the maximum for the account type.","",""<endrec>
"2","BCS","BCS50202","The target account type does not support the credit limit.","",""<endrec>
