APPLY_SCENARIOS,CONFIDENTIAL_FLAG,DATA_TYPE,DESCRIPTION,FEATURE_CODE,IGNORE,MAX_LENGTH,MULTI_LANGUAGE_FLAG,VARIABLE_NAME                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                <endrec>
"00000000000010011100000000000000","0","1","Account holder of the primary party in the Pay Bill transaction.","","1","12","0","Transaction.Primary.IdentityAccountHolderName"<endrec>
"00000000000010011100000000000000","0","1","Account type of the primary party in the Pay Bill transaction.","","1","18","0","Transaction.Primary.IdentityAccountTypeName"<endrec>
"00000000000010011100000000000000","0","1","Reason type alias used in a transaction.","","1","64","1","Transaction.Reasontype.Alias"<endrec>
"00000000000010011110011100000000","0","1","First name of the receiver during the transaction.","","1","16","0","Transaction.Receiver.FirstName"<endrec>
"00100000000010011100000000000000","1","3","Account balance of the receiver during the transaction.","","1","12","0","Transaction.Receiver.IdentityAccountBalance"<endrec>
"00000000000010011100000000000000","0","1","MSISDN used by the receiver during the transaction.","","1","16","0","Transaction.Receiver.IdentityMSISDN"<endrec>
"00000000000010011100000000000000","0","1","Name of the receiver during the transaction.","","1","32","0","Transaction.Receiver.IdentityName"<endrec>
"00000000000010011100000000000000","0","7","Status of the receiver during the transaction.","","1","16","0","Transaction.Receiver.IdentityStatus"<endrec>
"00000000000010011110011100000000","0","1","Last name of the receiver during the transaction.","","1","16","0","Transaction.Receiver.LastName"<endrec>
"00000000000010011110011100000000","0","1","Last four digits of the MSISDN used by the receiver during the transaction.","","1","4","0","Transaction.Receiver.MSISDNLast4Digits"<endrec>
"00000000000010011100000000000000","0","1","Till number of the receiver in a transaction.","","1","32","0","Transaction.Receiver.TillNumber"<endrec>
"00000000000010011100000000000000","0","1","Recharged MSISND. This parameter is used for the top-up service.","0","0","20","0","Transaction.RechargedMSISDN"<endrec>
"00000000000010011100000000000000","0","2","Redeemed point amout in transaction.","","0","","0","Transaction.RedeemedPointAmount"<endrec>
"00000000000010000000000000000000","0","6","For transactions with reference data, the reference data is used in notifications sent after the transactions are completed.","","1","32","0","Transaction.ReferenceDataList"<endrec>
"00000000000010011100000000000000","0","1","Remarks. If an order contains remarks, the remarks in the order are used. Otherwise, the remarks in the request message are used.","","1","512","0","Transaction.Remark"<endrec>
"00000000000010011100000000000000","0","1","Remittee National ID. This parameter is used for Collect Remittance service.","","1","32","0","Transaction.Remittance.RemitteeCNIC"<endrec>
"00000000000010011100000000000000","0","1","","","1","32","0","Transaction.Remittance.RemitterCNIC"<endrec>
"00000000000010011100000000000000","0","1","","","1","32","0","Transaction.Remittance.RemitterMSISDN"<endrec>
"00000000000010011100000000000000","0","1","Remitter National ID. This parameter is used for Collect Remittance service.","","0","32","0","Transaction.Remitter.RemitterCNIC"<endrec>
"00000000000010011100000000000000","0","1","Remitter MSISDN. This parameter is used for Collect Remittance service.","","0","20","0","Transaction.Remitter.RemitterMSISDN"<endrec>
"00000000000010011100000000000000","0","1","Requester National ID in transaction.","","0","32","0","Transaction.Requester.CNIC"<endrec>
"00000000000010011100000000000000","0","1","First name of the requester during the transaction.","","1","16","0","Transaction.Requester.FirstName"<endrec>
"00000000000010011100000000000000","0","1","MSISDN of the requester during the transaction.","","1","16","0","Transaction.Requester.IdentityMSISDN"<endrec>
"00000000000010011100000000000000","0","1","Name of the requester during the transaction.","","1","32","0","Transaction.Requester.IdentityName"<endrec>
"00000000000010011100000000000000","0","1","Last name of the requester during the transaction.","","1","16","0","Transaction.Requester.LastName"<endrec>
"01010100000000001100001100000000","0","1","Transaction restrctied channel","","0","30","0","Transaction.RestrictionInfo.RestrictionChannel"<endrec>
"01010100000000001100001100000000","0","1","restricted reason type","","0","30","0","Transaction.RestrictionInfo.RestrictionReasonType"<endrec>
"01010100000000001100001100000000","0","1","restricted end time","","0","10","0","Transaction.RestrictionInfo.RestrictionTimeEnd"<endrec>
"01010100000000001100001100000000","0","1","restricted start time","","0","","0","Transaction.RestrictionInfo.RestrictionTimeStart"<endrec>
"00000000000010000010000000000000","1","1","Amount of the reverser during the transaction.","","1","20","0","Transaction.ReverseAmount"<endrec>
"00000000000010011110011100000000","0","1","Name of saving plan during the transaction.","","1","256","0","Transaction.SavingPlan.Name"<endrec>
"00000000000010011110011100000000","0","1","Rate of saving plan during the transaction.","","1","512","0","Transaction.SavingPlan.Rate"<endrec>
"00100000000010011110011100000000","0","1","Name of the service during the transaction.","","1","32","1","Transaction.ServiceName"<endrec>
"00000000000010011100000000000000","0","1","Reserved.","","1","18","0","Transaction.TargetMsisdn"<endrec>
"00100000000010011110011100000000","0","1","Reviewer comment, which is included in the notification sent after the transaction is completed.","","1","100","0","Transaction.TaskComments"<endrec>
"01000100000000001100000000000000","0","1","Description sent after the third-party verification fails.","","0","512","1","Transaction.ThirdPartyFailureDescription"<endrec>
"00000000000010000000000000000000","1","3","the amount of thirdparty redeemed balance during the transaction","","1","12","0","Transaction.ThirdPointRedeemedBalance"<endrec>
"00000000000010000000000000000000","1","1","Transaction amount during the transaction.","","0","20","0","Transaction.TransactionAmount"<endrec>
"00000000000010000000000000000000","0","1","Original receipt number. The notification is sent to the customer when a transaction is reversed.","","1","16","0","Transaction.TransactionReverse.OriginalReceiptNumber"<endrec>
"00000000000010011100000000000000","0","1","In the new transaction model, different notifications need to be sent based on the third-party error code when the transaction needs to be reversed due to the third-party error code.","","1","64","0","Transaction.TransactionReverse.ResultCode"<endrec>
"00000000000010011100000000000000","0","1","In the new transaction model, the third-party error information needs to be included in the notification when the transaction needs to be reversed due to the third-party error code.","","1","256","0","Transaction.TransactionReverse.ResultDesc"<endrec>
"00000000000010001100000000000000","0","2","Reversed point amount in transaction.","","0","","0","Transaction.TransactionReverse.ReversedPointAmount"<endrec>
"00000000000010000000000000000000","1","1","Voucher sent when the Two Part Payment service is in Authorized state.","","0","20","0","Transaction.TwoPartVoucher"<endrec>
"00000000000010000010000000000000","0","5","Reserved.","","1","8","0","Transaction.UnclaimedExpiredTime"<endrec>
"00000000000010000000000000000000","0","1","Reserved.","","0","20","0","Transaction.VerificationCode"<endrec>
"11110000000010011110000000000000","0","3","Amount associated with the voucher. This parameter is used for balance exchange upon user deregistration.","","1","64","0","Transaction.Voucher.Amount"<endrec>
"00000000000010000010000000000000","0","4","Reserved.","","1","10","0","Transaction.Voucher.ExpireDate"<endrec>
"00000000000010000010000000000000","0","5","Expiration time of the voucher during the transaction.","","1","8","0","Transaction.Voucher.ExpireTime"<endrec>
"11110000000010000010000000000000","0","1","External transaction number transferred from the PGW Voucher","","1","64","0","Transaction.Voucher.ExternalOrderNo"<endrec>
"00000000000010011100000000000000","0","1","Indicates Additional Information 1 of a voucher entered in a tranaction. For example, the purpose of a voucher.","","0","32","0","Transaction.Voucher.Extra1"<endrec>
"00000000000010011100000000000000","0","1","Indicates Additional Information 10 of a voucher entered in a tranaction. For example, the purpose of a voucher.","","0","32","0","Transaction.Voucher.Extra10"<endrec>
"00000000000010011100000000000000","0","1","Indicates Additional Information 2 of a voucher entered in a tranaction. For example, the purpose of a voucher.","","0","32","0","Transaction.Voucher.Extra2"<endrec>
"00000000000010011100000000000000","0","1","Indicates Additional Information 3 of a voucher entered in a tranaction. For example, the purpose of a voucher.","","0","32","0","Transaction.Voucher.Extra3"<endrec>
"00000000000010011100000000000000","0","1","Indicates Additional Information 4 of a voucher entered in a tranaction. For example, the purpose of a voucher.","","0","32","0","Transaction.Voucher.Extra4"<endrec>
"00000000000010011100000000000000","0","1","Indicates Additional Information 5 of a voucher entered in a tranaction. For example, the purpose of a voucher.","","0","32","0","Transaction.Voucher.Extra5"<endrec>
"00000000000010011100000000000000","0","1","Indicates Additional Information 6 of a voucher entered in a tranaction. For example, the purpose of a voucher.","","0","32","0","Transaction.Voucher.Extra6"<endrec>
"00000000000010011100000000000000","0","1","Indicates Additional Information 7 of a voucher entered in a tranaction. For example, the purpose of a voucher.","","0","32","0","Transaction.Voucher.Extra7"<endrec>
"00000000000010011100000000000000","0","1","Indicates Additional Information 8 of a voucher entered in a tranaction. For example, the purpose of a voucher.","","0","32","0","Transaction.Voucher.Extra8"<endrec>
"00000000000010011100000000000000","0","1","Indicates Additional Information 9 of a voucher entered in a tranaction. For example, the purpose of a voucher.","","0","32","0","Transaction.Voucher.Extra9"<endrec>
"00000000000010011100000000000000","0","1","Indicates whether the voucher type is the other voucher during the transaction.","","0","32","0","Transaction.Voucher.IsOtherVoucher"<endrec>
"00000000000010000010000000000000","0","4","Reserved.","","1","10","0","Transaction.Voucher.RedeemDate"<endrec>
"00000000000010000000000000000000","0","5","Time stamp of the exchange during the transaction.","","1","10","0","Transaction.Voucher.RedeemTime"<endrec>
"00000000000010011100000000000000","0","1","Indicates the type of the redeeming organization during the transaction.","","0","32","0","Transaction.Voucher.RedeemingHierType"<endrec>
"00000000000010011100000000000000","0","1","Indicates the name of the redeeming organization during the transaction.","","0","32","0","Transaction.Voucher.RedeemingOrgName"<endrec>
"00000000000010011100000000000000","0","1","Indicates the short code of the redeeming organization during the transaction.","","0","32","0","Transaction.Voucher.RedeemingOrgShortCode"<endrec>
"00000010000010000010000000000000","1","1","Secret code of the voucher during the transaction.","","1","20","0","Transaction.Voucher.SecretCode"<endrec>
"00000010000010000010000000000000","1","1","Voucher code during the transaction.","","1","10","0","Transaction.Voucher.VoucherCode"<endrec>
"00100000000000000000000000000000","0","1","The MM transaction ID of use OD, such as send money.","","1","22","0","TransactionID"<endrec>
"01000000000000000000000000000000","0","1","Error details, which is sent upon trial calculation failure, transaction timeout, or subscriber rejection.","","1","512","0","TransactionUMCPreValidationError"<endrec>
"01000000000000000000000000000000","0","1","Event result, which is sent upon trial calculation failure, transaction timeout, or subscriber rejection.","","1","256","0","TransactionUMCPreValidationEvent"<endrec>
"00000000111100000000000001100000","0","1","Expiration date of an order.","","1","10","0","WorkFlow.Flow.ExpireDate"<endrec>
"00000000111100000000000001100000","0","5","Expiration time of an order in the workflow.","","1","10","0","WorkFlow.Flow.ExpireTime"<endrec>
"00000000111100000000000001100000","0","1","Workflow name in the workflow.","","1","32","0","WorkFlow.Flow.FlowName"<endrec>
"00000000111100000000000001100000","0","1","Type of the entity identifier initiated from the workflow.","","1","32","0","WorkFlow.Flow.PublicName"<endrec>
"00000000111100000000000000000000","0","1","Reserved.","","1","32","0","WorkFlow.Task.ContactName"<endrec>
"00000000111100000000000001100000","0","5","Expiration time of a task in the workflow.","","1","10","0","WorkFlow.Task.ExpireTime"<endrec>
"00000000111100000000000001100000","0","1","Name of an operator in the workflow.","","1","32","0","WorkFlow.Task.PublicName"<endrec>
"00000000111100000000000000000000","0","1","Task processing result in the workflow.","","1","16","0","WorkFlow.Task.Status"<endrec>
"00000000111100000000000001100000","0","1","Task name in the workflow.","","1","32","0","WorkFlow.Task.TaskName"<endrec>
"00000000111100000000000001100000","0","1","Request address of a task in the workflow.","","1","256","0","WorkFlow.Task.URL"<endrec>
"00000000111100000000000000001100","0","1","Name of an assignee in the workflow.","","1","32","0","WorkFlow.TaskAssgin.AssigneeName"<endrec>
"00000000111100000000000000001100","0","1","Name of an assigner in the workflow.","","1","32","0","WorkFlow.TaskAssgin.AssignerName"<endrec>
"00000000111100000000000000001100","0","1","Comment information of a task in the workflow.","","1","256","0","WorkFlow.TaskAssgin.Comments"<endrec>
"00000000111100000000000000001100","0","1","Task name in the workflow.","","1","128","0","WorkFlow.TaskAssgin.TaskName"<endrec>
"00100000000000000000000000000000","1","3","OD contract access fee amount","","1","12","0","accessFee"<endrec>
"00100000000000000000000000000000","1","3","OD contract balance","","1","12","0","balance"<endrec>
"00100000000000000000000000000000","0","1","OD customer crb status","","1","10","0","crbStatus"<endrec>
"00100000000000000000000000000000","0","4","OD customer added into CRB List date","","1","10","0","crblistDate"<endrec>
"00100000000000000000000000000000","1","3","OD contract debt amount","","1","12","0","debt"<endrec>
"00100000000000000000000000000000","0","4","OD contract duedate","","1","10","0","dueDate"<endrec>
"00100000000000000000000000000000","1","3","OD contract interest amount","","1","12","0","interest"<endrec>
"00100000000000000000000000000000","1","3","OD limit amount","","1","12","0","limit"<endrec>
"00100000000000000000000000000000","1","3","MM Balance in the query OD Notification","","1","12","0","mmBalance"<endrec>
"00100000000000000000000000000000","0","4","the end time of OD transaction","","0","50","0","odTransactionTime"<endrec>
"00100000000000000000000000000000","0","1","the transaction type of using OD transaction. such as buy goods, send money","","0","50","0","odTransactionType"<endrec>
"00100000000000000000000000000000","1","3","OD contract penalty amount","","1","12","0","penalty"<endrec>
"00100000000000000000000000000000","1","3","OD penalty rate","","1","12","0","penaltyRate"<endrec>
"00100000000000000000000000000000","1","3","OD contract principal","","1","12","0","principal"<endrec>
"00100000000000000000000000000000","1","3","the access fee of the current OD transaction","","1","12","0","transactionAccessFee"<endrec>
"00100000000000000000000000000000","1","3","OD transaction amount","","1","12","0","transactionAmount"<endrec>
"00000000111100000000000000000000","0","1","Reserved.","","1","32","0","workflow.OutCome"<endrec>
